uuid,book_title,commenter,Full_Mask_comment,answer_quote_text,answer_quote_idx,num_sents,close_reading_example,explanation_human,human_eval_set
62503014,aeneid_book1,Conington,"the general account, as intimated above, appears to be that there were seven of these ‘MASK MASK’ or sources. Cluverius however l. c. speaks of the whole of the country to the sea as “MASK MASK MASK MASK MASK MASK MASK MASK MASK” and it seems from Wittmann's account that the ‘MASK’ are constantly overflowed, so that their number is not easy to ascertain. Polybius asserts that the water in all but one of these ‘MASK’ is salt, which Strabo denies. The two are reconciled by Cluverius, who reports from actual observation that the sea occasionally bursts up through six of the sources, and renders the water undrinkable. ‘MASK MASK MASK MASK’ refers to the sound of the water re-echoing through the limestone rock as it bursts up; ‘MASK MASK MASK’ to its sound after bursting up. “MASK MASK MASK MASK” v. 55 note. ‘MASK MASK’ ‘MASK MASK’ comp. 7. 459, “MASK MASK MASK MASK MASK” Gud. originally and fragm. Veron. corrected have ‘MASK MASK’ which is mentioned but disapproved by Serv. This description of the Timavus has been censured as out of place in the speech of Venus; it however expresses the portentous character of the region into which Antenor is allowed to penetrate with safety.",,245,0,,,
52382625,aeneid_book1,Conington,in spite of all these dangers.,,247,0,,,
11520093,aeneid_book1,Conington,"probably Veneti, which was identified with Heneti. Henry however argues from ‘MASK MASK’ that Troja is meant: see on v. 242. ‘MASK MASK MASK’ hung up his arms and those of his comrades, in token that their sufferings by flood and field were over. Serv. comp. Hor. 1 Ep. 1. 4, “MASK MASK MASK MASK MASK MASK”",,248,0,,,
14302586,aeneid_book1,Conington,"&c.: Wagn., Forb., and Jahn understand these words of the death of Antenor; but in spite of the special pleading of the former that a peaceful death would naturally be mentioned as the climax of the wanderer's happiness, and that Antenor, even during the Trojan war, must have been near the grave, it is evident that the sense required is rather that of a tranquil settlement following on labours. The language undoubtedly is such as is more generally applied to death or sleep, but the occurrence of such expressions as “MASK MASK” (7. 339., 12. 822), or “MASK” (10. 15), “MASK MASK MASK” (12. 109), and “MASK MASK MASK MASK” (3. 387), proves abundantly that the words ‘MASK MASK’ may well have been used of the repose of a peaceful life. Possibly too Virg. may have thought of Ennius' celebrated lines (A. 18. 7), “MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK” where of course peaceful old age, not death, is meant. The antithesis between ‘MASK’ and ‘MASK MASK’ merely implies that, after having founded his city, named his nation, and hung up his arms for ever, he entered on a prosperous reign.",,249,0,,,
34345698,aeneid_book1,Conington,"she rhetorically identifies herself with her son. ‘MASK MASK’ (for which see note on v. 225) denotes here the fullest enjoyment of divine honours which had been promised to Aeneas after death. ‘MASK’ with acc. 12. 187. ‘MASK’ has a special propriety as applied to a promise of Jupiter. MASK MASK MASK , Il. 2. 112.",,250,0,,,
90592157,aeneid_book1,Conington,"interjected, like “MASK” 6. 21, “MASK” 8. 688. ‘MASK MASK MASK’ recalls “MASK MASK MASK MASK MASK MASK” v. 4.",,251,0,,,
38211368,aeneid_book1,Conington,"forsaken by Jupiter, not, as Heyne takes it, betrayed to destruction by the wiles of Juno.",,252,0,,,
18888862,aeneid_book1,Conington,"‘MASK’ as in 5. 249, 308. ‘MASK MASK’ restore us in Italy to the empire we have lost at Troy , though Weidner's interpretation of the prefix, referring it to the performance of a promise, is not impossible. ‘MASK’ is connected with ‘MASK MASK’ which virtually means ‘MASK MASK MASK MASK MASK MASK’ ‘MASK MASK MASK MASK MASK MASK MASK MASK MASK’",,253,0,,,
86185219,aeneid_book1,Conington,‘MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK’,,254-296,0,,,
48794997,aeneid_book1,Conington,"Heyne comp. Enn. A. 1. 31, “MASK MASK MASK MASK MASK MASK” Niebuhr, Lect. vol. ii. p. 155, ed. 1844, says that Virg. admitted a few archaic forms in compliance with the precepts of the Alexandrian grammarians about epic composition. ‘MASK MASK’ ‘MASK MASK’ The line is nearly repeated 12. 829. ‘MASK MASK MASK MASK MASK’ 11. 725.",,254,0,,,
32951786,aeneid_book1,Conington,"Serv. quotes Enn. (A. fr. inc. 3), “MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK” Heyne refers to Gud. Inscrip. p. 5, n. 3, for an inscription “MASK MASK MASK MASK” and Henry says there is a representation (supposed to be unique) of Iuppiter Serenus, with the inscription “MASK MASK MASK MASK” on an ancient lamp in the Passerian Museum. ‘MASK’ means the weather rather than the storms, so that there is no occasion to suppose a zeugma, with Wagn.",,255,0,,,
97332155,aeneid_book1,Conington,"see note on MASK , and comp. 12. 434, and Sueton. Aug. 94, “MASK MASK MASK MASK MASK MASK MASK MASK MASK” The word however, even in its primary sense, seems to mean, not simply lips, but lips for kissing. Heyne remarks that ‘MASK’ is used after ‘MASK’ as Hom. uses MASK after MASK MASK . There is great delicacy in the use of the subst. here, which has the force of “MASK MASK MASK” See on MASK , 18.",,256,0,,,
27600137,aeneid_book1,Conington,"the old dative, for which Weidner refers to Gell. 4. 16. 5. ‘MASK MASK’ see on MASK . ‘MASK MASK MASK’ like “MASK MASK MASK” 7. 294. ‘MASK’ is the ethical dative connected with the whole sentence, as we might say, ‘MASK MASK MASK’",,257,0,,,
59386209,aeneid_book1,Conington,"is a hendiadys. Many in Serv.'s time omitted ‘MASK MASK’ Observe the change of quantity from “MASK” v. 2, which is like that in “MASK MASK” “MASK MASK” “MASK MASK” “MASK” &c., a larger licence being allowed for metrical convenience in proper names than in other words.",,258,0,,,
64863273,aeneid_book1,Conington,"Heyne quotes Enn. A. 1. 47, “MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK” which he supposes to be said, not by Venus, but by Mars, because Ovid introduces the line (F. 2. 487) in a speech of Mars praying for the deification of Romulus. ‘MASK MASK MASK’ see on 3. 158. Here apotheosis of course is meant. Gud. has ‘MASK MASK’ a word which Ribbeck introduces here and elsewhere on very slender authority.",,259,0,,,
12231375,aeneid_book1,Conington,"see note on v. 237, and comp. 10. 608, “MASK MASK MASK MASK MASK” ‘MASK’ of Aeneas, 5. 17., 9. 204, the Homeric MASK .",,260,0,,,
52214566,aeneid_book1,Conington,"Wagn. has rightly changed Heyne's punctuation, ‘MASK MASK MASK MASK MASK MASK’ which is also approved by Serv. ‘MASK’ implies ‘MASK MASK MASK MASK MASK MASK MASK’ ‘MASK’ has the force of ‘MASK MASK’ as MASK that of MASK . The ‘MASK’ in ‘MASK’ may express either a single recurrence or frequent repetition; the latter sense seems more natural here. “MASK MASK MASK” below, v. 662. ‘MASK’ is found MASK ., MASK .",,261,0,,,
60194685,aeneid_book1,Conington,"is probably a metaphor from a book unrolled. “MASK MASK MASK MASK MASK MASK MASK MASK MASK” Cic. Brut. 87. Jupiter says he will open yet farther the secrets that lie in the book of fate. The notion in “MASK” is that of “MASK MASK MASK” “MASK MASK MASK MASK” Hor. 3 Od. 7. 20, quoted by Gossrau. So “MASK MASK” to cite, as we say colloquially, to rake up. ‘MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK’",,262,0,,,
00309480,aeneid_book1,Conington,"MASK . ‘MASK MASK MASK MASK’ ‘MASK MASK MASK MASK MASK’ Comp. 4. 229., 5. 730, &c.",,263,0,,,
56429453,aeneid_book1,Conington,"conveyed to a Roman many of the notions which political institutions and a social system convey to us. Comp. 8. 316, “MASK MASK MASK MASK MASK MASK MASK” and see on MASK . There is not a mere play on the double sense of the word ‘MASK MASK’ as the building of a city implies a settled civil government. ‘MASK MASK MASK’ like MASK in Greek. “MASK MASK MASK” 6. 852; “MASK MASK MASK” 8. 53. There may be a notion too of giving (‘MASK’ = “MASK MASK” as MASK MASK MASK ), as ‘MASK’ seems to show.",,264,0,,,
09698225,aeneid_book1,Conington,"The legend was that the first settlement (represented in Virg. by the camp) endured for three years, Lavinium for thirty, after which the kingdom was transferred to Alba, which lasted for three hundred. For the form of expression comp. v. 755 below.",,265,0,,,
88252900,aeneid_book1,Conington,"The propriety of ‘MASK MASK’ as denoting that he was still in the camp, has not been noticed. ‘MASK MASK’ may very well be the abl. absol.; but it is more probably the dative, an idiom common in Greek, and found also in Juv. 14. 10, “MASK MASK MASK MASK MASK MASK” It is a variety of the ethical or personal dative. See on v. 102 above.",,266,0,,,
59546172,aeneid_book1,Conington,Fragm. Vat. originally had ‘MASK MASK’ from which Ribbeck extracts ‘MASK MASK’,,267,0,,,
58240915,aeneid_book1,Conington,"Heyne without reason suspects this line. It is a natural attempt to strengthen a weak point of the legend, the absence of any connexion between Iulus and any character in the Trojan story. ‘MASK MASK MASK MASK MASK’ may either be rendered with Wagn., ‘MASK MASK MASK MASK MASK’ (‘MASK MASK’ = “MASK MASK”), or, which seems better, while the Trojan state (‘MASK MASK MASK’ like ‘MASK MASK’) stood with power unbroken (‘MASK MASK MASK’ ‘MASK MASK MASK MASK MASK MASK’). In the latter case we may compare 2. 88, “MASK MASK MASK MASK MASK” With the perfect after ‘MASK MASK’ in the sense of duration, comp. 3. 15, “MASK MASK MASK MASK”",,268,0,,,
41090779,aeneid_book1,Conington,"here and in “MASK MASK MASK” 9. 7, Virg. has followed the usage of Enn. A. inc. 69, “MASK MASK MASK MASK MASK MASK MASK MASK” and of MASK “MASK MASK MASK MASK MASK MASK MASK” Both in this passage and in 9. 7, however, the ordinary sense of the gerundive would have force, as in each case it is a god who may be speaking of destiny, so that we may doubt whether Virg. would have used the word in a connexion where he could not have availed himself of common as well as of archaic associations. Understood in the ordinary sense, ‘MASK MASK’ will be an instrumental or modal ablative. ‘MASK MASK’ “MASK MASK” occurs in 5. 46. The epithet which is here wanting must be supplied from the context, especially from ‘MASK MASK’",,269,0,,,
07916610,aeneid_book1,Conington,"‘MASK’ may be either dative, ‘MASK MASK MASK’ or modal abl. = ‘MASK’ Heins. restored ‘MASK MASK’ for ‘MASK MASK’ from Med., Rom., &c.",,270,0,,,
30850651,aeneid_book1,Conington,"‘MASK MASK MASK’ ‘MASK MASK MASK’ ‘MASK MASK MASK MASK MASK’ not, ‘MASK MASK MASK’ Virg. doubtless followed MASK “MASK MASK MASK MASK”, where however population seems meant. Wagn. retains ‘MASK’ as more poetical than ‘MASK MASK’ he however writes ‘MASK’ in 6. 766. A similar inversion of the names of persons is found even in prose writers. See Macleane on Hor. 2 Od. 2. 3.",,271,0,,,
78559008,aeneid_book1,Conington,"Serv. mentions a reading ‘MASK MASK’ supported by a correction in one of Ribbeck's cursives. Wagn. and Forb. explain ‘MASK’ as “MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK” referring to 4. 566., 6. 676., 8. 42., 11. 708, Tibull. 2. 5. 56, in all of which passages ‘MASK’ means ‘MASK MASK’ a sense inapplicable here. We must rather take it therefore as contrasting Alba and its long-lived dynasty with the preceding members of the series. ‘MASK MASK MASK MASK MASK MASK MASK MASK MASK’ ‘MASK’ then will mean, at this point of the series of events. As ‘MASK’ is impersonal, we should rather have expected “MASK MASK MASK MASK” The epithet ‘MASK’ is of course not strictly applicable.",,272,0,,,
92890972,aeneid_book1,Conington,"It is difficult to say whether ‘MASK’ or ‘MASK’ is to be taken as the adjective. With the combination Weidner comp. v. 382 below, “MASK MASK MASK” ‘MASK MASK’ ‘MASK’ 6. 28, note, as Antigone is termed MASK MASK in MASK . ‘MASK MASK’ a Vestal.",,273,0,,,
46675966,aeneid_book1,Conington,"For the construction ‘MASK MASK MASK’ and the meaning represented by it, see note on MASK . “MASK MASK MASK” is used by Ter. Hec. 3. 3. 32, and Ovid (Met. 3. 260) has “MASK MASK MASK MASK MASK” ‘MASK MASK’ = “MASK MASK” Comp. “MASK MASK MASK MASK MASK MASK MASK” 7. 660.",,274,0,,,
91623459,aeneid_book1,Conington,"comp. Hor. 3 Od. 4. 34, “MASK MASK MASK MASK MASK” and the similar use of “MASK MASK” Prop. 5. 10. 20 describes Romulus with a helmet of wolf-skin; but Virg., as Henry remarks, doubtless meant the ‘MASK’ to cover the whole person.",,275,0,,,
18712752,aeneid_book1,Conington,"Comp. note on MASK . The notion here is that of succession. ‘MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK’ There is nothing to warrant the notion of Thiel and Forb. that ‘MASK’ = “MASK MASK MASK” ‘MASK’ may point at once to the birth of MASK, the worship of Mars at Rome , and the martial character of the nation.",,276,0,,,
34592446,aeneid_book1,Conington,"‘MASK’ as opposed to their predecessors, whose date was limited. ‘MASK’ probably refers to the bounds of the empire (‘MASK’), ‘MASK’ to its duration. ‘MASK’ however may be transferred from space to time, 10. 472. With ‘MASK MASK MASK’ we may compare “MASK MASK MASK MASK MASK” 10. 467.",,278,0,,,
90195442,aeneid_book1,Conington,"is commonly taken with ‘MASK’ (like “MASK MASK MASK MASK MASK MASK MASK” 11. 400), expressing the terror which Juno spreads through the universe. It may however, and perhaps better, be taken, as Serv. suggests, for the alarm which Juno feels at the course of destiny, if we compare v. 23, “MASK MASK MASK” and 10. 9. ‘MASK’ will then mean, keeps earth, air, and sea astir, by constantly traversing them and exciting their powers; so “MASK MASK MASK MASK MASK” 8. 92. Thus Virg. may have had in his eye Il. 4. 26, where Here complains of the toil which she and her horses have undergone in persecuting the Trojans: comp. also Il. 8. 478 foll.",,280,0,,,
54659352,aeneid_book1,Conington,"The phrase ‘MASK MASK MASK’ is twice used MASK Virg. (here and 11. 425) for ‘MASK MASK’ Serv. refers to Ennius (A. 289) as saying that Juno became reconciled to the Romans MASK the second Punic war. There would naturally be different opinions about the time when her sentiments changed: Horace has his own, 3 Od. 3. 16 foll.: Virg. seems to put the date earlier, 12. 841, though elsewhere, as MASK 10. 11 foll., he intimates that the gods take part MASK the struggle between Rome and Carthage.",,281,0,,,
05010390,aeneid_book1,Conington,"Macrobius (Sat. 6. 5) says that Laberius was the author of this line; and Suetonius (Aug. 40) tells a story of Augustus' quoting it. It had probably become a stock line to express the grandeur of imperial Rome . ‘MASK MASK’ is not a tame addition, being sufficiently characteristic; so that there is no need with Heyne to seek a point in any antithesis between “MASK” and “MASK MASK” Hor. 3 Od. 5. 10, “MASK MASK MASK MASK MASK MASK MASK”",,282,0,,,
45567837,aeneid_book1,Conington,"MASK MASK . Jupiter is speaking destiny. It will be observed that ‘MASK’ being a strictly Roman measure of time, Jupiter is thus made to speak the language of the great nation. ‘MASK MASK MASK MASK MASK MASK’",,283,0,,,
94242758,aeneid_book1,Conington,"Assaracus is the ancestor through whom Aeneas was related to the royal house of Troy . Comp. Il. 20. 230. ‘MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK‘ MASK ’MASK MASK MASK‘ MASK ’MASK MASK MASK MASK‘ Argos ’MASK’ Comp. 6. 838, “MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK”",,284,0,,,
81539066,aeneid_book1,Conington,"Augustus (Julius MASK by adoption); not, as Serv. thinks, Julius, who could hardly be said to be laden with the spoils of the East, and who was not the primary object of a Roman's homage. We may observe that he is not distinctly spoken of here as Julius MASK, which would have been ambiguous, but is called MASK, the gentile name Julius being mentioned as connecting him with Iulus. It may seem against this that his apotheosis is spoken of v. 289; but we may be meant to understand the deification as taking place during his life, as we know it to have done, MASK note, Hor. 2 Ep. . 15. With the whole passage comp. 6. 791 foll. ‘MASK MASK MASK MASK’ from the high line of Troy ; as though it had been “MASK MASK MASK MASK” This connects the line with those which precede. It is conceivable however, as has been suggested to me, that ‘MASK’ may refer to Augustus' personal beauty, an allusion to which would be appropriate in a speech to Venus.",,286,0,,,
11357754,aeneid_book1,Conington,‘MASK MASK MASK’ See on 7. 99.,,287,0,,,
71682545,aeneid_book1,Conington,"For the alleged origin of the Julii from Iulus see Merivale, Hist. vol. i. p. 97, who observes that the great Julius seems to have been the first to assert it. “MASK MASK MASK MASK MASK MASK” 6. 789. ‘MASK MASK’ comp. MASK . For the apposition ‘MASK MASK MASK’ comp. “MASK MASK MASK MASK” 6. 763, and Hor. 2 S. 5. 62, “MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK”",,288,0,,,
92430667,aeneid_book1,Conington,"For similar compliments to Augustus as conqueror of the East, see MASK ., 4. 560, A. 8. 724 foll. Serv. mentions another reading, ‘MASK MASK’ which would easily arise from the spelling ‘MASK MASK’ frequently found in old MSS.",,289,0,,,
03615341,aeneid_book1,Conington,"as well as Aeneas, v. 259. “MASK MASK MASK MASK” MASK . See on v. 286.",,290,0,,,
37581417,aeneid_book1,Conington,"As it is expressed elsewhere, 6. 792, MASK , the iron age will pass into the golden.",,291,0,,,
58548413,aeneid_book1,Conington,"These four deities are chosen, as Henry remarks, as typical of the primitive and golden age of Rome . MASK has been mentioned before in a similar connexion MASK , Romulus and Remus MASK . The union of the two latter, as Heyne observes, symbolizes the end of civil broils. Numa (Livy 1. 21) established the worship of MASK. Comp. Hor. Car. Saec. 57, “MASK MASK MASK MASK MASK MASK MASK MASK MASK” ‘MASK’ occurs 5. 744, as an epithet of MASK.",,292,0,,,
36202137,aeneid_book1,Conington,"‘MASK MASK MASK’ not, ‘MASK MASK MASK’ (“MASK MASK” or “MASK”) Henry. The function in Virg. is generally a royal one, v. 507., 3. 137., 5. 758 note: see however 8. 670. ‘MASK MASK MASK MASK’ (a hendiadys) should be taken, as Henry says, with ‘MASK MASK’ ‘MASK MASK MASK MASK MASK MASK MASK MASK MASK’ It will answer then to “MASK MASK” 7. 622. ‘MASK’ would not be a natural expression for bolts or bars, in spite of the parallel 7. 609. The word is twice used for planking, above v. 126 and 2. 51. The allusion is to the closing of the temple of Janus A. U. C. 725. Virg. prefers calling it the temple of War here and in 7. 607, where it is described at length; and this agrees with Plut. Numa 19, quoted on the latter passage. Comp. also the lines of Ennius (?) cited by Hor. 1 S. 4. 60, “MASK MASK MASK MASK MASK MASK MASK MASK MASK”",,293,0,,,
75594207,aeneid_book1,Conington,"on account of the civil wars. MASK . The imagery in this passage is supposed to be derived from a painting of Apelles mentioned by Pliny 35. 10, representing War fettered, which was placed by Augustus in his own forum. Germanus Valens thinks that there is an allusion to a statue of Ares, mentioned by Pausanias, representing the god bound and seated on a pile of arms; the meaning of the binding being apparently that he was not to pass over to the enemy.",,294,0,,,
63151852,aeneid_book1,Conington,"8. 482, &c. ‘MASK MASK MASK MASK’ 2. 57. Here ‘MASK’ is inferred from ‘MASK MASK MASK’ ‘MASK’ are coupled with ‘MASK’ MASK .",,295,0,,,
41947306,aeneid_book1,Conington,‘MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK’,,297-304,0,,,
84507439,aeneid_book1,Conington,"Mercury's mission is rather indefinite, as Virg. can have hardly meant him actually to convene Dido and the Carthaginians as he convenes Aeneas in 4. 265 foll. There may be a confusion between the Homeric character of Hermes as the messenger of the gods and his other character as the god of eloquence and the civilizer of mankind; for which see Hor. 1 Od. 10 and Ov. F. 5. 663.—‘MASK MASK MASK MASK MASK MASK’ Jahn rightly remarks that ‘MASK MASK’ expresses Jupiter's charge to Mercury, ‘MASK’ his object in giving it. The former, it is obvious, would naturally come under the historic present, but it could hardly have been extended to the latter.",,297,0,,,
81309986,aeneid_book1,Conington,"that they might be allowed to enter the territory and be received into the city. Pal. originally had ‘MASK MASK’ ‘MASK’ is to be taken with ‘MASK MASK’ as is proved by v. 366, on which Serv. says “MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK” In the same way Virg. uses epithets explanatory of the etymology of the name 3. 693, “MASK MASK” 698, “MASK MASK MASK” 703, “MASK MASK MASK” 705, “MASK MASK” With ‘MASK’ Forb. comp. “MASK MASK” above v. 233.",,298,0,,,
66759244,aeneid_book1,Conington,"adouble dative after ‘MASK MASK’ Comp. “MASK MASK” v. 22. ‘MASK MASK’ is observable, as showing Virg.'s conception of fate as a power which other agencies may thwart, though they cannot ultimately overcome it. Heyne's explanation, that Dido's ignorance of destiny might lead her to suppose that the Trojans wished to settle at Carthage, seems less likely. Rom. originally had ‘MASK MASK’",,299,0,,,
78194395,aeneid_book1,Conington,"‘MASK’ Comp. 6. 17, “MASK MASK MASK MASK MASK MASK MASK” For ‘MASK MASK’ comp. MASK “MASK MASK MASK MASK“ remigio ”MASK MASK MASK MASK MASK”. The original author of the metaphor, which has become a common-place in poetry, is supposed to be Aesch. Ag. 52.",,301,0,,,
03028955,aeneid_book1,Conington,"shows that the effect of Mercury's mission is almost simultaneous with the discharge of it. Comp. the use of “MASK” after “MASK” 2. 692 &c., and that of “MASK” followed by a sentence without a connecting particle 2. 132 foll. “MASK MASK” 4. 295. “MASK MASK” 11. 366. It may be doubted whether the meaning is ‘MASK MASK MASK’ or ‘MASK MASK’ as in Hor. 1 Od. 3. 16, “MASK MASK MASK MASK” (comp. “MASK MASK MASK” MASK ); but such expressions as “MASK MASK” seem rather in favour of the former. So probably “MASK MASK” Hor. A. P. 160, as the antithesis to “MASK” appears to show. Here possibly ‘MASK’ may point the same way, though ‘MASK’ might be pressed on the other side.",,302,0,,,
34974847,aeneid_book1,Conington,"MASK MASK occurs Aesch. Theb. 427 and elsewhere in the sense of MASK MASK : so that it is possible that ‘MASK MASK’ is meant to be understood generally, not taken of Mercury, which is the common interpretation. The participle will of course bear the sense either of, ‘MASK MASK MASK’ or, as here, ‘MASK MASK MASK’ ‘MASK MASK’ ‘MASK’ opp. to “MASK” (8. 435) and “MASK” (11. 742 &c.). ‘MASK MASK MASK MASK’ comp. “MASK MASK MASK” 6. 11, and the Homeric MASK MASK MASK MASK MASK . Lucr. couples “MASK MASK” MASK (where see Munro), MASK , MASK : in MASK he uses the words convertibly, “MASK MASK MASK MASK MASK MASK MASK MASK MASK” and in MASK he talks of “MASK MASK MASK” ‘MASK MASK’ is used differently below, v. 676.",,303,0,,,
31321214,aeneid_book1,Conington,‘MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK’,,305-324,0,,,
46440043,aeneid_book1,Conington,"There is a slight inaccuracy in ‘MASK MASK’ as if the thoughts of the night continued into the day; the present participle being perhaps suggested by MASK MASK MASK , Il. 10. 4. Wagn., who will not allow that ‘MASK’ can be equivalent to “MASK MASK” followed by Forb., supposes the sense to be that MASK resolved during the night to go out MASK daybreak; but this would only introduce worse confusion, as ‘MASK MASK MASK MASK MASK MASK’ cannot mean, ‘MASK MASK MASK MASK MASK MASK MASK’ not to mention the abruptness of the transition from, ‘MASK MASK’ thus explained, to ‘MASK MASK’",,305,0,,,
43755659,aeneid_book1,Conington,"has an object clause over and above the accusative in 7. 150, so that it may be constructed here with ‘MASK MASK MASK MASK’ ‘MASK’ being added as a piece of surplusage for the sake of clearness, like “MASK” after “MASK” 2. 75. ‘MASK MASK’ by stress of weather, as in 4. 46. With the general sense comp. 7. 130 foll., 148 foll.",,307,0,,,
50777077,aeneid_book1,Conington,"seems to have the force of a substantive, like “MASK” in the Georgics. ‘MASK MASK MASK MASK MASK MASK MASK’",,308,0,,,
85669546,aeneid_book1,Conington,"probably the result of his inquiries; ‘MASK’ being ‘MASK MASK’ MASK “MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK” It may however mean no more than MASK MASK , as in “MASK MASK MASK” 6. 637. Weidner makes it mean “MASK MASK” comparing 9. 193 “MASK MASK MASK MASK MASK MASK” with Sil. 1. 684, “MASK MASK MASK MASK MASK MASK MASK” Ulysses reconnoitres alone Od. 10. 144 foll.",,309,0,,,
64247827,aeneid_book1,Conington,where the woody shores of the cove (v. 164) narrow. The expression is like “MASK MASK MASK”,,310,0,,,
45387142,aeneid_book1,Conington,like “MASK MASK” v. 69 above.,,311,0,,,
74938926,aeneid_book1,Conington,"with the abl. without the preposition is found even in prose. Cic. pro Cael. 14, “MASK MASK MASK MASK MASK”",,312,0,,,
79322149,aeneid_book1,Conington,"Henry takes ‘MASK MASK MASK’ as equivalent to “MASK MASK MASK MASK MASK” and interprets ‘MASK’ as ‘MASK’ He objects to the ordinary sense ‘MASK’ (making the spear curl or quiver), on the ground that it is unsupported and inappropriate, when, as here and in 12. 165, where the line recurs, the person is peacefully engaged. While however it may be granted that ‘MASK’ is a strong expression for the motion of the spear merely as carried in the hand in walking, it must be remembered that it is hazardous to assume that one expression is put for another, which itself has no example in the Latin language. Hom.'s heroes carry two spears. “MASK MASK MASK” 4. 131.",,313,0,,,
37011302,aeneid_book1,Conington,"comp. 6. 879., 10. 552.",,314,0,,,
28225568,aeneid_book1,Conington,"Heyne remarks that Virg. had before him Od. 7. 19., 13. 221, where Athene meets and guides Ulysses, in the one place as a girl carrying water, in the other place as a shepherd. Macrobius had already observed (Sat. 5. 11) that Venus to some extent performs the part of Nausicar in Od. 6. ‘MASK’ of an assumed appearance 12. 472. Wagn. rightly understands the meaning to be “MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK” Venus assumes the face and appearance of a virgin and the accoutrements of a huntress.",,315,0,,,
33193726,aeneid_book1,Conington,"There is more than one mythological character of this name; but the one meant here appears to be a Thracian princess who took to the woods upon the dethronement of the king her father. The MSS. have ‘MASK MASK’ Rutgers conjectured ‘MASK MASK’ which has been received by several editors, including Heyne and Ribbeck, on the ground that it is no proof of swiftness to outrun a river, and that Hebrus in particular, as Serv. remarks, is not swift. Wagn. and Forb. however rightly defend the MSS. reading, as in perfect conformity with classical usage, and particularly supported by Sil. 2. 73, “MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK” The Thracian huntress outstrips the rivers of her own country. A similar attempt has been made to correct the text of Hor. Od. 1. 25. 20, where see Macleane's note. Heyne, Wagn., and Forb. take ‘MASK MASK’ as ‘MASK MASK MASK’ “MASK MASK MASK MASK” But Serv.'s explanation, ‘MASK MASK MASK MASK’ is supported by the imitation from Silius just quoted (comp. also Sil. 3. 307), and corresponds with the story of MASK, very circumstantially given by Serv. In MASK foll. (a passage which corresponds remarkably with this story of MASK), we have the expression MASK MASK . Comp. Jeremiah 12. 5, “MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK MASK” Both ‘MASK’ and ‘MASK’ are used in this sense: comp. 7. 807., 12. 345. ‘MASK’ of rapid movement in general, MASK , 201.",,317,0,,,
27280698,aeneid_book1,Conington,"MASK MASK MASK , Il. 1. 45. The bow, and sometimes the arrows, appears to have been placed in the bow-case, or MASK (10. 169, “MASK MASK MASK”), and so slung over the shoulder. See Dict. A. ‘MASK MASK’ ‘MASK’ is perhaps best taken closely with ‘MASK MASK’ the bow being slung conveniently. Comp. 9. 305, “MASK MASK MASK MASK MASK” ‘MASK MASK’ is explained by v. 315 above, v. 336 below.",,318,0,,,
66978068,aeneid_book1,Conington,"‘MASK MASK MASK’ comp. 11. 648 note, and perhaps ib. 780; also below v. 493. ‘MASK MASK MASK MASK MASK’ a Grecism; comp. Hor. 1 Od. 26. 2, “MASK MASK MASK MASK MASK MASK MASK MASK” It is difficult to obtain an exact grammatical analysis of the expression, which may be explained either by making ‘MASK MASK’ jointly the object of ‘MASK’ (‘MASK MASK MASK MASK MASK MASK MASK MASK MASK’), or by making ‘MASK’ the object and ‘MASK’ an epexegetical acc. (‘MASK MASK MASK MASK MASK’); or, lastly, by making ‘MASK’ the object and ‘MASK’ a cognate acc. expressing the effect of the gift.",,319,0,,,
